account_id,company_name,plan,mrr,signup_date,last_active,api_calls_30d,team_size,churned,churn_date,churn_reason,feature_requests,support_tickets_30d,nps_score,region
ACC-0028,SysIO,free,0,2026-01-07,2026-01-17,4877,3,False,,,private networking; API rate limit increase; SSO/SAML; CLI improvements,1,6,EU
ACC-0029,AtlasPlatform,pro,104,2024-02-14,2026-01-29,36101,3,False,,,audit logs,7,5,EU
ACC-0030,CodeSystems,free,0,2024-11-30,2026-01-24,1574,3,False,,,API rate limit increase; team permissions; IP allowlisting,0,9,EU
ACC-0031,NodeCloud,pro,186,2024-08-11,2026-01-23,39658,4,False,,,custom domains; private networking,8,8,US
ACC-0032,VexDynamics,free,0,2025-08-08,2026-01-23,7314,2,False,,,dark mode; team permissions,0,9,EU
ACC-0033,BitForge,free,0,2024-02-27,2026-01-18,1788,1,False,,,private networking,1,8,APAC
ACC-0034,DeepGroup,free,0,2024-03-31,2026-01-18,462,1,False,,,webhook retries; API rate limit increase,0,8,EU
ACC-0035,AutoApp,free,0,2025-09-22,2026-01-21,4830,3,False,,,SSO/SAML; 2FA enforcement; API rate limit increase,0,7,APAC
ACC-0036,PulseLink,free,0,2025-10-08,2026-02-08,1534,2,False,,,API rate limit increase; rollback support; GraphQL support; env variable management,0,6,EU
ACC-0037,FluxDigital,pro,170,2025-08-14,2026-01-18,19768,6,False,,,webhook retries; env variable management,8,9,US
ACC-0038,FastStack,free,0,2024-06-27,2026-01-23,7646,1,False,,,audit logs; SSO/SAML; API rate limit increase; container registry,0,3,EU
ACC-0039,BitSpace,free,0,2024-08-21,2026-02-05,4913,3,False,,,API rate limit increase; SSO/SAML,0,4,US
ACC-0040,ApexDigital,free,0,2024-06-10,2026-02-03,4023,1,False,,,SSO/SAML; CLI improvements,0,7,US
ACC-0041,DevForge,free,0,2025-12-06,2026-01-22,10571,2,False,,,team permissions; API rate limit increase; log streaming; SSO/SAML,1,4,EU
ACC-0042,NovaPath,free,0,2024-07-09,2025-08-12,296,3,True,2025-08-18,missing features,SSO/SAML; API rate limit increase; auto-scaling; team permissions,8,3,US
ACC-0043,AxonGlobal,pro,174,2025-06-25,2025-12-06,693,4,True,2025-12-09,project discontinued,team permissions; webhook retries; SSO/SAML,9,2,US
ACC-0044,ArcSoftware,free,0,2025-11-17,2026-01-18,656,3,False,,,team permissions; SSO/SAML,1,8,US
ACC-0045,RapidVentures,free,0,2025-11-03,2026-02-09,4058,1,False,,,API rate limit increase,0,7,EU
ACC-0046,VertexPath,enterprise,4888,2024-11-18,2025-10-20,13208,27,True,2025-10-26,missing SSO,SSO/SAML,9,2,US
ACC-0047,VexIO,free,0,2024-08-25,2026-01-30,4412,2,False,,,API rate limit increase; SSO/SAML,3,4,US
ACC-0048,BasePlatform,pro,57,2024-05-03,2026-01-13,31560,8,False,,,webhook retries; Slack notifications; API rate limit increase; GraphQL support,1,9,APAC
ACC-0049,DeepCo,pro,103,2024-10-03,2026-02-08,42144,9,False,,,SSO/SAML; cost alerts; RBAC enhancements,0,6,US
ACC-0050,ArcDigital,free,0,2024-12-29,2025-08-13,101,1,True,2025-08-18,poor performance,SSO/SAML; rollback support; IP allowlisting,5,1,APAC
ACC-0051,VexWorks,free,0,2025-07-07,2026-02-03,2933,1,False,,,SSO/SAML,0,9,US
ACC-0052,MetaOps,enterprise,3749,2025-10-31,2026-02-04,135557,8,False,,,private networking; API rate limit increase; rollback support,7,7,US
ACC-0053,PulseOps,pro,70,2025-03-06,2026-02-04,159070,3,False,,,API rate limit increase,2,10,EU
ACC-0054,PulseInc,pro,76,2025-02-14,2026-01-13,5340,6,False,,,API rate limit increase; SSO/SAML; 2FA enforcement,6,5,APAC
ACC-0055,SyncCo,pro,190,2025-02-07,2026-01-13,44120,7,False,,,API rate limit increase; SSO/SAML; IP allowlisting; auto-scaling,8,6,EU
ACC-0056,CorePro,pro,84,2024-08-02,2026-01-19,81421,4,False,,,API rate limit increase; SSO/SAML; usage analytics dashboard,3,8,EU
ACC-0057,FluxPeak,free,0,2024-05-30,2026-01-15,9838,3,False,,,GraphQL support; API rate limit increase; container registry,1,8,EU
ACC-0058,OrbitCode,free,0,2024-09-03,2026-01-26,2673,1,False,,,CLI improvements; usage analytics dashboard; auto-scaling; API rate limit increase,2,6,US
ACC-0059,WebHub,free,0,2025-02-18,2026-01-14,4719,1,False,,,IP allowlisting; team permissions,0,8,US
ACC-0060,ArcPeak,free,0,2024-09-12,2026-01-25,2486,3,False,,,env variable management,1,4,US
ACC-0061,StackMesh,free,0,2025-11-20,2026-01-20,6887,2,False,,,team permissions; API rate limit increase; SSO/SAML,1,5,EU
ACC-0062,ArcGlobal,free,0,2026-01-29,2026-02-08,4498,3,False,,,SSO/SAML,1,5,APAC
ACC-0063,VoltOps,free,0,2024-07-30,2026-01-31,462,3,False,,,GraphQL support; env variable management; SSO/SAML; team permissions,1,7,APAC
ACC-0064,AstroSoftware,pro,105,2025-09-22,2026-01-25,134149,11,False,,,SSO/SAML; API rate limit increase,6,5,EU
ACC-0065,TurboCode,free,0,2024-06-08,2026-02-06,1260,2,False,,,SSO/SAML; API rate limit increase,1,6,APAC
ACC-0066,PrismOps,pro,60,2024-12-14,2026-02-05,46231,3,False,,,auto-scaling; team permissions,2,7,EU
ACC-0067,NetLink,free,0,2025-09-06,2025-11-18,322,1,True,2025-11-29,team downsized,env variable management; team permissions,6,4,US
ACC-0068,NeonIO,free,0,2025-10-09,2026-01-24,11266,2,False,,,IP allowlisting,0,5,EU
ACC-0069,AppDigital,free,0,2024-08-30,2026-01-25,1033,2,False,,,team permissions; API rate limit increase; RBAC enhancements,2,7,US
ACC-0070,InfraDynamics,free,0,2024-08-05,2026-02-06,2536,3,False,,,GraphQL support,0,5,EU
ACC-0071,AutoPro,pro,85,2025-02-27,2026-01-27,30458,8,False,,,env variable management; team permissions,8,10,US
ACC-0072,ApexApp,free,0,2025-12-02,2026-02-09,1519,3,False,,,SSO/SAML; API rate limit increase,1,9,US
ACC-0073,AutoAI,enterprise,578,2025-02-12,2026-01-26,85791,29,False,,,SSO/SAML; usage analytics dashboard; team permissions,7,5,APAC
ACC-0074,GridApp,free,0,2025-06-25,2026-01-16,777,3,False,,,auto-scaling,0,5,US
ACC-0075,VoltHQ,free,0,2024-09-28,2026-01-28,2464,1,False,,,usage analytics dashboard; SSO/SAML; cost alerts; log streaming,1,9,APAC
ACC-0076,AutoHQ,pro,188,2025-05-07,2026-01-17,153141,14,False,,,SSO/SAML; API rate limit increase,1,8,EU
ACC-0077,HelixFlow,pro,109,2024-06-10,2026-01-17,43530,13,False,,,container registry; Slack notifications; multi-region deploy,3,5,APAC
ACC-0078,PrimeSpace,free,0,2025-09-16,2026-01-22,4460,2,False,,,team permissions,0,9,APAC
ACC-0079,VectorIO,pro,83,2024-05-18,2026-02-10,31974,2,False,,,GitHub integration; team permissions,5,6,APAC
ACC-0080,FluxShift,pro,174,2025-03-19,2026-01-15,42842,12,False,,,rollback support; team permissions; audit logs,6,9,APAC
ACC-0081,NodeDigital,free,0,2024-11-21,2026-01-31,190,3,True,2026-02-07,support response time,log streaming; IP allowlisting; API rate limit increase; usage analytics dashboard,7,3,EU
ACC-0082,AxonWorks,free,0,2025-08-24,2026-01-29,1169,2,False,,,webhook retries; team permissions; private networking,0,9,EU
ACC-0083,ArcCode,free,0,2024-07-21,2026-01-25,3839,1,False,,,team permissions; CLI improvements; API rate limit increase,0,5,US
ACC-0084,OrbitTech,enterprise,1855,2025-12-22,2026-01-12,153898,85,False,,,auto-scaling; SSO/SAML; custom domains,4,9,APAC
ACC-0085,EdgeSpace,free,0,2024-04-30,2025-09-05,348,2,True,2025-09-16,internal tooling built,API rate limit increase,9,2,APAC
ACC-0086,InfraVentures,free,0,2025-06-14,2026-01-13,1975,2,False,,,dark mode,0,5,US
ACC-0087,SysDev,pro,146,2024-06-30,2025-09-13,140,10,True,2025-09-17,contract not renewed,Slack notifications,8,2,US
ACC-0088,AxonCo,free,0,2025-11-15,2026-02-03,1340,3,False,,,audit logs; GitHub integration; RBAC enhancements; log streaming,3,5,EU
ACC-0089,GridLabs,free,0,2024-07-03,2025-10-12,31,3,True,2025-10-16,missing features,custom domains; CLI improvements; team permissions,9,3,US
ACC-0090,DashLabs,pro,175,2024-10-13,2025-11-09,2613,11,True,2025-11-20,budget cuts,SSO/SAML,8,2,US
ACC-0091,SignalDynamics,free,0,2025-03-13,2026-02-07,4756,2,False,,,SSO/SAML; audit logs,0,4,US
ACC-0092,BlueBridge,free,0,2024-03-22,2026-02-09,595,2,False,,,2FA enforcement; env variable management; audit logs,1,7,APAC
ACC-0093,ByteBridge,free,0,2025-11-02,2026-01-15,7494,1,False,,,API rate limit increase; audit logs,0,6,EU
ACC-0094,SignalPeak,enterprise,974,2024-10-12,2026-01-18,72600,60,False,,,team permissions,1,8,US
ACC-0095,SysOps,free,0,2025-12-24,2026-02-03,1538,1,False,,,custom domains,0,5,US
ACC-0096,AtlasDigital,pro,91,2024-11-02,2026-01-22,13318,15,False,,,dark mode; custom domains; API rate limit increase,4,9,EU
ACC-0097,CoreLabs,free,0,2024-04-16,2026-01-19,4823,3,False,,,team permissions,0,6,US
ACC-0098,AstroDigital,free,0,2025-09-13,2026-01-16,14149,3,False,,,team permissions,0,9,EU
ACC-0099,InfraAI,free,0,2024-02-23,2026-01-18,476,2,False,,,SSO/SAML; env variable management,0,4,US
ACC-0100,SonicGlobal,pro,118,2025-01-03,2026-02-06,10104,11,False,,,team permissions; Slack notifications,0,8,US
ACC-0101,WebSpace,free,0,2024-04-21,2026-02-08,3910,2,False,,,team permissions; API rate limit increase,1,8,US
ACC-0102,DashOps,enterprise,2487,2025-11-09,2026-01-25,146540,80,False,,,SSO/SAML,12,3,US
ACC-0103,CipherDigital,free,0,2024-07-14,2025-08-01,162,3,True,2025-08-15,pricing too high,custom domains,9,3,EU
ACC-0104,ApexShift,free,0,2024-05-27,2026-01-17,4440,1,False,,,SSO/SAML; GitHub integration; audit logs,2,7,APAC
ACC-0105,EdgePeak,enterprise,3551,2025-04-08,2025-11-26,5220,55,True,2025-12-09,identity provider integration missing,SSO/SAML; env variable management; GitHub integration,7,3,EU
ACC-0106,AppTech,free,0,2024-12-29,2026-02-09,3319,3,False,,,API rate limit increase; SSO/SAML; team permissions,0,3,US
ACC-0107,SonicPlatform,free,0,2024-07-28,2026-01-25,3917,2,False,,,API rate limit increase; multi-region deploy; SSO/SAML,0,9,US
ACC-0108,AutoDock,free,0,2026-01-13,2026-01-20,430,1,False,,,team permissions; API rate limit increase; SSO/SAML,1,5,US
ACC-0109,DeepSoftware,free,0,2024-08-07,2026-01-11,3412,3,False,,,SSO/SAML; GitHub integration,0,3,EU
ACC-0110,SysMesh,pro,82,2024-09-25,2026-01-17,133152,12,False,,,cost alerts,1,5,EU
ACC-0111,FastFlow,free,0,2024-04-17,2025-09-26,11,2,True,2025-10-03,contract not renewed,API rate limit increase,12,4,US
ACC-0112,SyncNet,pro,176,2025-03-21,2026-01-11,30082,4,False,,,SSO/SAML; API rate limit increase; webhook retries,3,10,EU
ACC-0113,MetaSoftware,pro,189,2025-04-07,2026-01-26,33879,8,False,,,2FA enforcement; team permissions,0,8,EU
ACC-0114,CodeLabs,pro,171,2025-02-12,2026-01-28,36763,7,False,,,SSO/SAML; team permissions; API rate limit increase,0,8,US
ACC-0115,CyberSoftware,pro,108,2025-10-01,2026-01-16,11562,5,False,,,team permissions; SSO/SAML,6,7,US
ACC-0116,FastHQ,pro,93,2026-02-04,2026-01-16,20502,11,False,,,log streaming; custom domains,2,9,APAC
ACC-0117,BaseTech,free,0,2024-08-21,2026-02-06,4132,3,False,,,SSO/SAML; custom domains,1,3,US
ACC-0118,NextIO,free,0,2025-01-15,2026-02-09,1750,1,False,,,GraphQL support; SSO/SAML; GitHub integration,1,9,US
ACC-0119,InfraApp,pro,67,2025-02-18,2025-11-09,827,7,True,2025-11-17,contract not renewed,SSO/SAML; env variable management; usage analytics dashboard,5,5,US
ACC-0120,PixelSystems,pro,140,2025-10-31,2026-01-18,48616,4,False,,,team permissions; SSO/SAML; RBAC enhancements,0,6,EU
ACC-0121,NetAI,pro,105,2025-10-29,2026-01-31,167931,7,False,,,API rate limit increase,2,10,EU
ACC-0122,BlueIO,free,0,2024-05-11,2026-02-06,2850,2,False,,,SSO/SAML,1,3,EU
ACC-0123,VectorForge,free,0,2025-03-12,2026-01-25,3537,1,False,,,API rate limit increase; RBAC enhancements,1,8,US
ACC-0124,BitInc,free,0,2024-09-28,2026-01-16,3796,1,False,,,API rate limit increase,0,3,US
ACC-0125,SonicMesh,pro,145,2024-08-03,2026-01-16,9915,3,False,,,container registry; custom domains; team permissions,2,9,EU
ACC-0126,BitDev,free,0,2025-04-30,2026-01-16,538,1,False,,,SSO/SAML; team permissions; IP allowlisting,0,5,US
ACC-0127,RapidSystems,pro,61,2024-05-19,2026-01-23,42471,10,False,,,API rate limit increase; SSO/SAML; team permissions; usage analytics dashboard,3,5,US
ACC-0128,InfraShift,free,0,2024-03-08,2026-01-17,1499,3,False,,,usage analytics dashboard; CLI improvements,0,8,US
ACC-0129,NetDev,free,0,2024-11-08,2026-01-13,4557,2,False,,,API rate limit increase,0,6,US
ACC-0130,VoltInc,free,0,2025-06-01,2026-01-19,1953,2,False,,,team permissions,1,3,US
ACC-0131,MatrixVentures,free,0,2025-12-26,2026-01-22,4535,2,False,,,rollback support; env variable management,3,8,US
ACC-0132,AlgoDev,free,0,2025-06-11,2025-12-31,20,2,True,2026-01-07,poor performance,team permissions,12,2,US
ACC-0133,AlgoCo,free,0,2024-06-13,2026-02-10,18771,1,False,,,API rate limit increase; team permissions,0,9,EU
ACC-0134,HyperForge,pro,115,2025-10-12,2026-01-21,9391,3,False,,,IP allowlisting; API rate limit increase; SSO/SAML; container registry,8,8,US
ACC-0135,EdgeStack,free,0,2024-06-05,2026-01-24,1325,1,False,,,RBAC enhancements,1,9,US
ACC-0136,ZeroPath,free,0,2024-11-29,2026-02-07,4487,2,False,,,API rate limit increase; usage analytics dashboard,0,7,EU
ACC-0137,AxonTech,free,0,2025-10-26,2026-02-01,16201,2,False,,,API rate limit increase; log streaming,0,9,EU
ACC-0138,SyncWave,free,0,2024-12-17,2026-01-20,2396,2,False,,,auto-scaling,0,8,APAC
ACC-0139,PrismForge,free,0,2025-05-09,2025-11-01,309,3,True,2025-11-04,missing features,SSO/SAML,9,4,APAC
ACC-0140,CipherWorks,pro,63,2025-02-27,2026-01-27,15418,3,False,,,rollback support; team permissions; custom domains,2,6,US
ACC-0141,MetaBridge,pro,63,2024-09-03,2026-01-18,7167,9,False,,,multi-region deploy,4,7,APAC
ACC-0142,LogicInc,pro,150,2025-07-12,2026-01-31,13118,12,False,,,API rate limit increase,7,6,US
ACC-0143,MatrixApp,pro,199,2026-01-11,2026-01-28,27921,7,False,,,cost alerts; audit logs,4,5,US
ACC-0144,ArcCloud,free,0,2025-03-12,2025-08-25,399,1,True,2025-08-26,project discontinued,multi-region deploy; API rate limit increase,3,4,APAC
ACC-0145,AppHQ,free,0,2024-06-25,2026-01-31,1518,3,False,,,team permissions,2,5,APAC
ACC-0146,VoltBridge,pro,119,2025-11-30,2026-01-24,29672,9,False,,,API rate limit increase; container registry; SSO/SAML,0,9,EU
ACC-0147,SonicBase,free,0,2025-12-20,2026-02-10,3165,3,False,,,SSO/SAML; API rate limit increase; GraphQL support,2,5,EU
ACC-0148,NodeBit,pro,125,2025-12-09,2026-01-17,14825,5,False,,,container registry,6,10,EU
ACC-0149,IonPath,free,0,2025-01-03,2026-02-01,20,2,True,2026-02-04,project discontinued,API rate limit increase; team permissions,6,3,US
ACC-0150,CoreCode,free,0,2024-09-25,2026-02-01,4479,3,False,,,log streaming; SSO/SAML; IP allowlisting,0,8,US
ACC-0151,HelixCode,pro,95,2025-09-05,2026-02-10,49545,7,False,,,SSO/SAML,4,8,US
ACC-0152,IonSpace,free,0,2025-01-15,2026-01-22,2234,3,False,,,SSO/SAML; team permissions; container registry,0,4,US
ACC-0153,ZeroSoftware,free,0,2025-07-07,2026-01-14,3226,3,False,,,SSO/SAML; team permissions,2,6,APAC
ACC-0154,ByteDynamics,free,0,2024-07-06,2026-01-21,1577,2,False,,,Slack notifications; SSO/SAML; API rate limit increase,0,9,EU
ACC-0155,QuantumDigital,free,0,2024-08-01,2026-01-29,1397,2,False,,,API rate limit increase,1,6,APAC
ACC-0156,AtlasStream,free,0,2025-04-25,2026-02-10,4010,2,False,,,SSO/SAML,1,3,APAC
ACC-0157,ApexGlobal,free,0,2025-01-05,2026-02-04,4450,1,False,,,auto-scaling,0,5,US
ACC-0158,InfraBit,free,0,2024-12-26,2026-01-15,941,2,False,,,SSO/SAML; API rate limit increase; team permissions,1,5,APAC
ACC-0159,PixelStream,enterprise,1596,2025-04-30,2025-10-31,2701,56,True,2025-11-09,SSO compliance requirement,SSO/SAML,5,2,US
ACC-0160,CloudVentures,free,0,2024-03-04,2025-12-30,19,2,True,2026-01-11,acquired by another company,container registry; SSO/SAML; custom domains,4,4,EU
ACC-0161,HelixPath,free,0,2025-05-10,2026-01-23,1112,2,False,,,team permissions; CLI improvements,0,3,EU
ACC-0162,SyncStream,enterprise,4762,2025-12-20,2026-01-22,6862,18,True,2026-01-27,enterprise security policy violation,SSO/SAML; API rate limit increase,8,2,US
ACC-0163,CipherForge,pro,100,2025-07-30,2026-01-22,31853,6,False,,,API rate limit increase; usage analytics dashboard,5,6,US
ACC-0164,AstroVentures,free,0,2024-02-13,2026-01-11,829,1,False,,,SSO/SAML; audit logs; dark mode; auto-scaling,0,5,US
ACC-0165,CodeStack,free,0,2024-11-07,2026-01-25,510,1,False,,,CLI improvements; team permissions,0,8,US
ACC-0166,PixelMesh,free,0,2024-06-08,2026-01-14,475,1,False,,,Slack notifications; API rate limit increase,3,5,US
ACC-0167,ForgeBase,free,0,2024-05-16,2026-01-22,11051,2,False,,,usage analytics dashboard; Slack notifications; team permissions,1,9,EU
ACC-0168,SonicDock,free,0,2024-07-23,2026-01-14,3508,3,False,,,private networking; API rate limit increase; container registry; team permissions,2,8,US
ACC-0169,HyperStudio,pro,172,2025-12-20,2026-02-09,141392,2,False,,,API rate limit increase,0,10,EU
ACC-0170,HelixHub,free,0,2026-01-05,2026-01-27,4823,3,False,,,GraphQL support; team permissions,1,3,APAC
ACC-0171,VertexTech,free,0,2025-04-29,2026-01-23,197,1,True,2026-01-30,poor performance,SSO/SAML,10,4,US
ACC-0172,VexDigital,pro,174,2024-04-27,2026-01-21,73925,10,False,,,rollback support; SSO/SAML,1,8,EU
ACC-0173,NeonTech,free,0,2025-05-10,2026-02-05,4794,2,False,,,private networking,0,6,APAC
ACC-0174,CyberLabs,free,0,2025-12-11,2026-01-11,940,2,False,,,team permissions; SSO/SAML; container registry; 2FA enforcement,1,8,APAC
ACC-0175,FastPlatform,pro,142,2025-01-25,2026-02-06,8556,15,False,,,GraphQL support; container registry,7,10,US
ACC-0176,VexAI,free,0,2025-12-14,2026-01-22,3807,1,False,,,auto-scaling,0,5,US
ACC-0177,PulseCo,enterprise,2891,2025-11-20,2026-01-28,186835,52,False,,,SSO/SAML,15,3,US
ACC-0178,SignalCraft,free,0,2025-06-29,2025-09-05,48,1,True,2025-09-18,pricing too high,SSO/SAML; dark mode; webhook retries; RBAC enhancements,10,4,EU
ACC-0179,CodeSpark,free,0,2025-12-16,2026-01-29,4230,1,False,,,team permissions; API rate limit increase; usage analytics dashboard; Slack notifications,1,4,APAC
ACC-0180,NodeStudio,free,0,2024-06-21,2026-01-14,3273,3,False,,,API rate limit increase; team permissions; auto-scaling,0,5,EU
ACC-0181,VexScale,free,0,2024-12-08,2026-01-25,1192,1,False,,,2FA enforcement; team permissions; API rate limit increase; IP allowlisting,1,4,US
ACC-0182,CyberHQ,pro,137,2024-12-04,2026-02-09,49064,4,False,,,team permissions; dark mode,5,9,APAC
ACC-0183,VexHQ,pro,155,2025-09-17,2026-01-01,2141,3,True,2026-01-11,acquired by another company,SSO/SAML,6,3,EU
ACC-0184,EdgePlatform,free,0,2024-07-24,2026-01-20,2152,1,False,,,CLI improvements,0,7,APAC
ACC-0185,QuantumSpace,free,0,2024-03-15,2026-01-22,3807,1,False,,,IP allowlisting; team permissions,1,9,APAC
ACC-0186,IonOps,pro,146,2024-03-30,2026-01-23,32300,14,False,,,webhook retries; API rate limit increase,3,10,US
ACC-0187,VoltPeak,pro,143,2025-12-05,2026-02-04,43560,10,False,,,multi-region deploy; SSO/SAML,1,6,APAC
ACC-0188,VexSolutions,pro,180,2026-01-28,2026-01-14,105750,6,False,,,API rate limit increase,2,5,EU
ACC-0189,VectorGlobal,free,0,2024-07-17,2026-02-09,2742,3,False,,,team permissions; audit logs; GraphQL support,1,4,EU
ACC-0190,PrismAI,free,0,2025-07-28,2026-01-13,17317,2,False,,,SSO/SAML,1,5,EU
ACC-0191,DevCo,pro,184,2024-09-21,2026-01-26,41787,15,False,,,API rate limit increase,7,6,APAC
ACC-0192,BitNet,free,0,2025-11-29,2026-01-30,2097,3,False,,,SSO/SAML; team permissions; custom domains,2,9,EU
ACC-0193,ForgePro,free,0,2025-02-28,2026-01-27,4267,2,False,,,team permissions; SSO/SAML,1,8,US
ACC-0194,AtlasLabs,free,0,2024-04-18,2026-01-17,1846,3,False,,,multi-region deploy; team permissions; env variable management; audit logs,1,4,US
ACC-0195,SignalBase,pro,58,2025-01-15,2026-01-13,9800,2,False,,,IP allowlisting; SSO/SAML,4,8,US
ACC-0196,BlueForge,free,0,2025-03-14,2026-01-25,3413,2,False,,,team permissions; SSO/SAML; container registry,0,8,US
ACC-0197,BitStack,free,0,2025-10-02,2026-01-12,694,2,False,,,team permissions,0,3,US
ACC-0198,LogicStudio,free,0,2024-11-25,2026-02-04,3685,2,False,,,custom domains; team permissions,0,8,US
ACC-0199,InfraCode,free,0,2024-07-07,2026-01-20,3156,1,False,,,SSO/SAML; rollback support,1,3,EU
ACC-0200,TurboHQ,enterprise,2220,2024-12-19,2026-02-03,140138,32,False,,,SSO/SAML; GitHub integration; API rate limit increase,10,4,US
ACC-0201,QuantumIO,pro,194,2024-08-14,2026-02-07,8564,10,False,,,audit logs; SSO/SAML; usage analytics dashboard,5,7,EU
ACC-0202,HelixDock,free,0,2024-06-21,2026-02-01,2021,1,False,,,multi-region deploy; API rate limit increase; team permissions,0,7,US
ACC-0203,BitCo,free,0,2024-07-16,2026-01-29,4743,2,False,,,Slack notifications; SSO/SAML; env variable management,0,5,APAC
ACC-0204,MetaCode,pro,171,2025-01-15,2026-01-25,34186,7,False,,,SSO/SAML; team permissions; API rate limit increase,2,9,US
ACC-0205,VectorBase,pro,68,2025-11-13,2026-02-03,9941,2,False,,,RBAC enhancements,6,9,APAC
ACC-0206,TurboMesh,pro,190,2024-03-19,2026-01-19,40616,10,False,,,GitHub integration; SSO/SAML; RBAC enhancements; CLI improvements,2,8,APAC
ACC-0207,NeonNet,pro,150,2024-05-13,2026-01-22,131841,14,False,,,GitHub integration; SSO/SAML,2,10,EU
ACC-0208,SignalGlobal,pro,59,2025-02-12,2026-01-18,130414,5,False,,,2FA enforcement,5,8,EU
ACC-0209,VoltWorks,free,0,2025-06-05,2026-02-09,3824,1,False,,,team permissions; cost alerts,1,7,EU
ACC-0210,QuantumInc,enterprise,3585,2024-08-07,2026-01-19,3082,33,True,2026-01-28,SSO compliance requirement,SSO/SAML; log streaming,10,1,EU
ACC-0211,InfraMesh,pro,161,2024-07-02,2026-01-16,20072,3,False,,,SSO/SAML; team permissions; dark mode,3,8,APAC
ACC-0212,ZenLink,pro,172,2024-06-06,2026-02-01,36379,9,False,,,env variable management; SSO/SAML,2,9,APAC
ACC-0213,AlgoLabs,free,0,2025-10-09,2026-01-16,1203,3,False,,,GitHub integration,0,5,US
ACC-0214,StackLink,free,0,2024-08-13,2026-01-27,3421,3,False,,,CLI improvements,2,4,APAC
